RUN INFORMATION
Input qubits=4
Trash qubit=3
Seed=42
Optimizer=AdamOptimizer(stepsize=0.25)
Epochs=150
Batch sizes=[10, 20, 50, 100]
Min fidelity loss=0.0
Density matrix rank=3
Min val loss found =
			4->3	10	:	0.0011774781613255914
			3->2	10	:	0.0987615720356149
			2->1	10	:	0.11855021289464293
			4->3	20	:	0.00011148672368162193
			3->2	20	:	0.051646994623870394
			2->1	20	:	0.11888915388842834
			4->3	50	:	0.0006837421357498297
			3->2	50	:	0.08903458522361607
			2->1	50	:	0.11883982585872677
			4->3	100	:	0.0007441294553085176
			3->2	100	:	0.11596513864737172
			2->1	100	:	0.11946115651981684

Exec (training) time=
				10	:	2553.7859511375427
				20	:	1664.2279438972473
				50	:	1574.5238280296326
				100	:	1796.0876893997192
